Num,Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
2927,18:50:00,Tuesday,18-30,Male,Elementary school,Employee,Below 1yr,Automobile,Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
2928,18:50:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Automobile,Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
2929,11:10:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,,,,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
2930,11:10:00,Wednesday,18-30,Male,High school,Employee,Above 10yr,Public (> 45 seats),Governmental,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
2931,17:45:00,Monday,Unknown,Female,High school,Employee,Above 10yr,Lorry (11?40Q),Owner,Below 1yr,, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
2932,17:45:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),,,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,2,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
2933,13:16:00,Friday,Unknown,Male,Elementary school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
2934,13:16:00,Friday,31-50,Male,Elementary school,Employee,5-10yr,Stationwagen,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury
2935,7:20:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
2936,7:20:00,Thursday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
2937,22:20:00,Tuesday,31-50,Male,Junior high school,Owner,5-10yr,Pick up upto 10Q,Governmental,,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
2938,22:20:00,Tuesday,31-50,Male,High school,Owner,Above 10yr,Motorcycle,Owner,,No defect,Office areas,Unknown,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Employee,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
2939,9:45:00,Friday,Unknown,Male,,Owner,Below 1yr,Automobile,Owner,2-5yrs,,Other,,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,na,Employee,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
2940,16:30:00,Friday,18-30,Male,Writing & reading,Owner,5-10yr,Pick up upto 10Q,Owner,Unknown,, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
2941,8:32:00,Sunday,18-30,Male,Above high school,Employee,Above 10yr,Motorcycle,Owner,Above 10yr,, Industrial areas,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,3,Going straight,Pedestrian,Female,Over 51,2,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Turnover,Slight Injury
2942,8:32:00,Sunday,18-30,Male,High school,Employee,Below 1yr,Stationwagen,Owner,Unknown,No defect,  Recreational areas,One way,Tangent road with flat terrain,Crossing,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,3,Going straight,Driver or rider,Male,18-30,3,Student,Normal,Not a Pedestrian,No distancing,Slight Injury
2943,8:32:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,3,,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
2944,18:05:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Taxi,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Turnover,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
2945,19:25:00,Thursday,31-50,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Serious Injury
2946,19:25:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,,,Not a Pedestrian,No priority to vehicle,Serious Injury
2947,8:12:00,Monday,18-30,Male,Junior high school,Employee,No Licence,Automobile,Governmental,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
2948,8:12:00,Monday,Unknown,Female,Junior high school,Employee,1-2yr,Public (12 seats),Governmental,,,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
2949,11:28:00,Friday,18-30,Male,Illiterate,Owner,1-2yr,Lorry (11?40Q),Owner,Unknown,,,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
2950,11:28:00,Friday,Unknown,Female,Junior high school,Owner,Below 1yr,Pick up upto 10Q,Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
2951,11:42:00,Thursday,31-50,Male,Junior high school,Owner,1-2yr,Lorry (41?100Q),Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Under 18,3,,,Not a Pedestrian,Overtaking,Slight Injury
2952,11:42:00,Thursday,31-50,Male,Junior high school,Owner,2-5yr,Other,Organization,Unknown,,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Overloading,Slight Injury
2953,15:00:00,Thursday,31-50,Male,Unknown,Owner,5-10yr,Automobile,Governmental,2-5yrs,,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Other,Slight Injury
2954,15:00:00,Thursday,31-50,Male,Unknown,Owner,Above 10yr,Long lorry,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
2955,16:30:00,Tuesday,18-30,Male,Junior high school,Owner,2-5yr,Lorry (11?40Q),Owner,Above 10yr,,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,,Driver or rider,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
2956,19:08:00,Monday,18-30,Male,Elementary school,Owner,Above 10yr,Long lorry,,,,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
2957,19:08:00,Monday,18-30,Male,Writing & reading,Owner,5-10yr,Automobile,Owner,2-5yrs,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
2958,11:33:00,Monday,18-30,Male,,Owner,,Taxi,Owner,2-5yrs,,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,3,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
2959,11:33:00,Monday,18-30,Male,Junior high school,Owner,5-10yr,Taxi,Owner,2-5yrs,, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Self-employed,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",No distancing,Slight Injury
2960,21:37:00,Tuesday,18-30,Male,Junior high school,Owner,Below 1yr,Long lorry,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,Over 51,3,Other,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
2961,21:37:00,Tuesday,31-50,Male,Junior high school,Owner,2-5yr,Lorry (11?40Q),Owner,,,,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Male,18-30,2,,,Crossing from driver's nearside,No distancing,Serious Injury
2962,8:37:00,Thursday,31-50,Male,Elementary school,Employee,2-5yr,Lorry (11?40Q),Owner,1-2yr,,School areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
2963,14:19:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,5-10yrs,,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
2964,1:40:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Turbo,Owner,Below 1yr,,Other,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,2,Other,Driver or rider,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
2965,1:40:00,Saturday,Unknown,Female,Junior high school,Employee,5-10yr,Long lorry,Owner,Unknown,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,3,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
2966,1:40:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
2967,19:55:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
2968,19:55:00,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Turnover,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
2969,7:08:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Overloading,Slight Injury
2970,7:08:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,,, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
2971,9:50:00,Friday,31-50,Male,Elementary school,Owner,,,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Improper parking,Slight Injury
2972,9:50:00,Friday,18-30,Male,Junior high school,Owner,5-10yr,Stationwagen,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,Other,Slight Injury
2973,16:45:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,,Owner,2-5yrs,,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,Under 18,3,,,Unknown or other,Changing lane to the left,Slight Injury
2974,1:00:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
2975,19:00:00,Friday,31-50,Male,,,,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
2976,19:00:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,5-10yrs,7,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed,Slight Injury
2977,9:40:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Unknown,7,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
2978,9:40:00,Thursday,Unknown,Female,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,No defect,Office areas,,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,,,Not a Pedestrian,No priority to vehicle,Serious Injury
2979,16:05:00,Saturday,31-50,Male,High school,Employee,Above 10yr,Lorry (11?40Q),Governmental,Unknown,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
